symbol,22Rv1,451Lu,647V,786-0,A-673,A101D,A2058,A2780,A375,A427,A498,A549,ACHN,AGS,BFTC-905,BT-20,BT-474,BT-549,CAKI-1,CAL-120,CAL-148,CAL-51,CAMA-1,CAOV3,CCRF-CEM,COLO 205,COLO 792,COLO 800,COLO 829,Calu-3,Calu-6,DMS 114,DU-145,DU4475,EKVX,Evsa-T,G-361,HCC-2998,HCC1143,HCC1187,HCC1395,HCC1419,HCC1428,HCC1500,HCC1569,HCC1806,HCC1937,HCC1954,HCC38,HCC70,HCT-15,HCT116,HDLM-2,HOP-62,HOP-92,HS 578T,HT-1197,HT-1376,HT144,HT29,Huh-7,IGROV1,IPC-298,IST-MEL1,J82,K-562,KATO III,KM12,KMS-11,KU-19-19,L-1236,L-428,LB2518-MEL,LOVO,LOX IMVI,LS513,M14,MCF7,MDA-MB-157,MDA-MB-175-VII,MDA-MB-231,MDA-MB-361,MDA-MB-415,MDA-MB-453,MDA-MB-468,MDAMB436,MFM-223,MMAc-SF,MOLT-4,MZ-MEL-2,MZ-MEL-7,MeWo,Mel Ho,NCI-H1299,NCI-H1437,NCI-H1563,NCI-H1703,NCI-H1793,NCI-H1975,NCI-H2085,NCI-H2170,NCI-H2228,NCI-H226,NCI-H2291,NCI-H3122,NCI-H322M,NCI-H358,NCI-H460,NCI-H522,NCI-H747,NCI-H838,NCIH1650,NCIH2122,NCIH23,NCIH520,OCUBM,OV90,OVCAR-4,OVCAR-5,OVCAR-8,OVCAR3,PA1,PC-3,RD,RKO,RPMI-8226,RPMI7951,RT-112,RT-4,RVH-421,RXF 393,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SKMEL30,SKMES1,SN12C,SNB-75,SNU-16,SR,SW-620,SW48,SW780,SW837,SW900,SW948,T-47D,T24,T98G,TC-71,TCCSUP,TK-10,U251,UACC-257,UACC-812,UACC62,UM-UC-3,UO-31,UWB1289,VCAP,VM-CUB-1,WM115,WT2-iPS
PLA2G12A,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,-1,-1,0,0,0,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,0,1,-1,0,-1,0,0,1,1,0,-1,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,0,-1,0,1,-1,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,1,0,-1,1,-1,0,0,0,-1,-1,-1,0,0,-1,-1,0,0,-1,0,-1,0,1,0,0,-1,0,0,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,-1,0,0
PLA2G12B,0,0,0,0,0,-1,-1,0,-1,0,0,0,1,0,0,-1,1,0,1,1,0,0,-1,1,0,0,0,-1,-1,1,-1,1,0,0,0,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-2,0,0,1,1,-1,-1,0,-1,0,-1,0,1,-1,-1,1,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,1,0,-1,1,0,0,1,0,-1,0,0,0,0,-1,0,0,-1,1,0,0,-1,-1,-1,0,0,-1,0,-1,1,1,0,0,0,1,0,1,0,-1,1,0,0,1,0,2,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,0,1,1,-1,0,1,-1,-1,-1,-1,0,1,-1,-1,-1,0,-1,0,0,1,0,0,-1,0
PLA2G1B,1,0,1,-1,0,1,0,0,0,0,-1,0,1,0,0,0,1,-1,1,-1,0,0,-1,1,0,1,0,-1,0,1,0,0,0,0,-1,1,-1,0,-1,0,-1,0,0,0,0,1,-1,-1,0,-1,0,0,-1,-1,-1,-1,1,0,0,0,-1,0,1,-1,0,0,-1,1,-1,1,-1,-1,0,1,1,0,0,1,-1,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,1,-1,0,0,-1,-1,-1,0,0,-1,0,-1,-1,1,-1,0,-1,0,1,1,0,1,1,-1,0,1,-1,0,1,0,1,0,-1,0,1,0,-1,-1,0,0,-1,0,1,0,0,1,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,0,2,0,0,0,1,1,1,1,0,0
PLA2G2A,-1,1,0,0,0,1,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,0,0,-1,0,-1,-1,-1,1,-1,0,-1,1,1,0,1,0,0,-1,-1,-1,-1,0,-1,0,-1,1,0,-1,-1,-1,0,1,1,0,-1,-1,-1,0,1,1,-1,1,-1,0,0,0,0,-1,0,0,-1,-2,1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,1,-1,1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,0,-1,-1,-1,0,0,0,0,-1,1,0,0,1,1,1,0,0,-1,0,1,1,0,1,0,2,-1,0,1,1,0,0,1,0,-1,0,-1,0,-1,-1,-1,0,-1,1,0,-1,1,0,-1,0,-1,-1,0,0,1,-1,-1
PLA2G2C,-1,1,0,0,0,1,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,0,0,-1,0,-1,-1,-1,1,-1,0,-1,-1,1,0,1,0,0,-1,-1,-1,-1,0,-1,0,-1,1,0,-1,-1,-1,0,1,1,0,-1,-1,-1,0,1,1,-1,1,-1,0,0,0,0,-1,0,0,-1,-2,1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,0,-1,-1,-1,0,0,0,0,-1,-1,0,0,1,1,1,0,0,-1,0,1,1,0,1,0,2,-1,0,1,1,0,0,1,0,-1,0,-1,0,-1,-1,-1,0,-1,1,0,-1,1,0,-1,0,-1,-1,0,0,1,-1,-1
PLA2G2D,-1,1,0,0,0,1,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,0,0,-1,0,-1,-1,-1,1,-1,0,-1,1,1,0,1,0,0,-1,-1,-1,-1,0,-1,0,-1,1,0,-1,-1,-1,0,1,1,0,-1,-1,-1,0,1,1,-1,1,-1,0,0,0,0,-1,0,0,-1,-2,1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,0,-1,-1,-1,0,0,0,0,-1,-1,0,0,1,1,1,0,0,-1,0,1,1,0,1,0,2,-1,0,1,1,0,0,1,0,-1,0,-1,0,-1,-1,-1,0,-1,1,0,-1,1,0,-1,0,-1,-1,0,0,1,-1,-1
PLA2G2E,-1,1,0,0,0,1,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,0,0,-1,0,-1,-1,-1,1,-1,0,-1,1,1,0,1,0,0,-1,-1,-1,-1,0,-1,0,-1,1,0,-1,-1,-1,0,1,1,0,-1,-1,-1,0,1,1,-1,1,-1,0,0,0,0,-1,0,0,-1,-2,1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,1,-1,1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,0,-1,-1,-1,0,0,0,0,-1,1,0,0,1,1,1,0,0,-1,0,1,1,0,1,0,2,-1,0,1,1,0,0,1,0,-1,0,-1,0,-1,-1,-1,0,-1,1,0,-1,1,0,-1,0,-1,-1,0,0,1,-1,-1
PLA2G2F,-1,1,0,0,0,1,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,0,0,-1,0,-1,-1,-1,1,-1,0,-1,-1,1,0,1,0,0,-1,-1,-1,-1,0,-1,0,-1,1,0,-1,-1,-1,0,1,1,0,-1,-1,-1,0,1,1,-1,1,-1,0,0,0,0,-1,0,0,-1,-2,1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,0,-1,-1,-1,0,0,0,0,-1,-1,0,0,1,1,1,0,0,-1,0,1,1,0,1,0,2,-1,0,1,1,0,0,1,0,-1,0,-1,0,-1,-1,-1,0,-1,1,0,-1,1,0,-1,0,-1,-1,0,0,1,-1,-1
PLA2G3,-1,1,0,0,0,1,0,0,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,0,0,1,0,0,1,1,1,1,-1,-1,-1,-1,0,1,0,0,1,0,1,0,-1,0,1,0,-1,1,-1,1,0,0,-1,-1,-1,1,-1,0,0,-1,1,0,1,0,-1,-1,0,0,0,0,-1,-1,1,0,-1,0,0,-1,-1,1,-1,0,1,1,0,-1,0,1,0,1,0,0,-1,-1,0,0,1,-1,1,-1,0,-1,-1,1,0,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,2,-1,1,0,-1,0,0,0,-1,0,-1,1,0,-1,1,0,-1,1,1,0,0,-1,-1,-1,0,0,-1,0,-1,-1,1,-1,-1,1,0,-1,0,-1,-1,-1,0,1,-1,-1,-1,0,1,0,0
PLA2G4A,2,1,1,0,0,1,1,1,2,1,1,1,1,1,0,1,0,1,1,-1,2,0,1,-1,0,1,-1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,-1,1,-2,0,2,0,0,0,-1,1,0,0,0,0,0,1,0,1,-1,0,1,1,1,0,1,0,1,1,0,2,1,1,0,0,-1,1,1,1,1,1,-1,0,2,0,0,-1,1,1,1,0,-1,1,1,1,0,0,-1,1,1,2,1,1,1,1,1,0,1,0,-1,2,1,-1,0,-1,-2,1,-1,1,0,0,0,-1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,-1,0,0,1,1,1,1,0,1,-1,1,1,0,0,0,2
PLA2G4B,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,1,-1,-1,0,-1,-1,0,1,1,0,1,-1,1,-1,-1,0,0,0,0,1,-1,0,0,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1,0,-1,1,-1,0,0,0,0,1,0,-1,0,1,0,0,0,-1,-1,1,-1,-1,0,1,-1,0,1,1,0,0,1,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,0,1,1,1,0,-1,-1,0,1,0,1,0,1,-1,1,-1,0,0,1,0,1,-1,1,0,1,-1,0,0,-1,1,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,-1,0,1,-1,-1,0,-1,1,-1,-1,-1,-1,-2,-1,0,1,0,0
PLA2G4C,0,0,1,-1,0,1,0,0,0,0,1,1,-1,1,-1,1,0,-1,-1,1,0,0,0,-1,0,0,-1,-1,0,1,1,-1,-1,0,-1,0,-1,0,0,1,-1,0,0,0,-1,1,-1,1,1,1,0,-1,-1,-1,-1,0,0,-1,0,1,1,0,-1,1,-1,0,1,-1,1,0,1,-1,-1,0,0,-1,0,-1,0,1,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,-1,-1,-1,0,0,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,0,1,-1,1,-1,0,0,-1,1,0,-1,0,0,1,0,1,-1,1,1,-1,1,-1,0,-1,-1,-1,0,0,0,-1,0,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,1,1,-1,-1
PLA2G4D,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,1,-1,-1,0,-1,-1,0,1,1,0,1,-1,1,-1,-1,0,0,0,0,1,-1,0,0,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1,0,-1,1,-1,0,0,0,0,1,0,-1,0,1,0,0,0,-1,-1,1,-1,-1,0,1,-1,0,1,1,0,0,1,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,0,1,1,1,0,-1,-1,0,1,0,1,0,1,-1,1,-1,0,0,1,0,1,-1,1,0,1,-1,0,0,-1,1,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,-1,0,1,-1,-1,0,-1,1,-1,-1,-1,-1,-2,-1,0,1,0,0
PLA2G4E,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,1,-1,-1,0,-1,-1,0,1,1,0,1,-1,1,-1,-1,0,0,0,0,1,-1,0,0,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1,0,-1,1,-1,0,0,0,0,1,0,-1,0,1,0,0,0,-1,-1,1,-1,-1,0,1,-1,0,1,1,0,0,1,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,0,1,1,1,0,-1,-1,0,1,0,1,0,1,-1,1,-1,0,0,1,0,1,-1,1,0,1,-1,0,0,-1,1,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,0,-1,-1,0,1,-1,-1,0,-1,1,2,-1,-1,-1,-2,-1,0,1,0,0
PLA2G4F,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,-1,-1,0,-1,-1,0,1,1,0,1,-1,1,-1,-1,0,0,0,0,1,-1,1,0,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,1,1,-1,0,-1,1,-1,0,1,0,0,1,0,-1,0,1,0,0,0,-1,-1,1,-1,-1,0,1,-1,0,1,1,0,0,1,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,0,1,1,1,0,-1,-1,0,2,0,1,0,1,-1,1,-1,0,0,1,0,1,-1,1,0,1,-1,0,0,-1,1,0,-1,0,-1,-1,0,-1,-1,1,0,0,0,0,0,-1,-1,0,1,-1,-1,0,-1,1,1,-1,-1,-1,-2,-1,0,1,0,0
PLA2G5,-1,1,0,0,0,1,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,0,0,-1,0,-1,-1,-1,1,-1,0,-1,1,1,0,1,0,0,-1,-1,-1,-1,0,-1,0,-1,1,0,-1,-1,-1,0,1,1,0,-1,-1,-1,0,1,1,-1,1,-1,0,0,0,0,-1,0,0,-1,-2,1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,-1,-1,-1,0,0,0,0,-1,-1,0,0,1,1,1,0,0,-1,0,1,1,0,1,0,2,-1,0,1,1,0,0,1,0,-1,0,-1,0,-1,-1,-1,0,-1,1,0,-1,1,0,-1,0,-1,-1,0,0,1,-1,-1
PLA2G6,-1,1,-2,-1,0,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,1,0,1,0,-1,-1,-1,-1,-1,1,-1,0,1,0,0,0,-1,-2,1,0,-1,-1,-1,1,0,-1,-1,-1,-1,1,-1,-1,0,-1,1,0,1,0,-1,-1,0,-1,0,0,-1,-1,1,0,-1,0,1,-2,-1,1,-1,0,1,1,-1,-1,-1,1,0,2,-1,-1,1,-1,0,0,1,-1,0,-1,0,-1,-1,1,0,-1,-1,-2,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,1,0,-1,1,-1,2,1,1,-1,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,2,-1,-1,-1,0,1,-1,1
PLAT,0,-1,1,-1,0,-1,0,0,-1,0,-1,0,0,0,-1,0,-1,1,0,2,0,0,2,-1,0,-1,-1,-1,0,1,-1,2,0,0,-1,1,-1,0,-1,1,-1,0,0,0,1,0,0,1,1,-1,0,-1,-1,1,-1,1,-1,0,-1,-1,1,1,1,1,1,0,1,0,0,-1,-1,1,0,0,1,0,-1,-1,1,0,-1,0,-1,0,-1,-1,1,1,1,0,-1,0,-1,-1,2,-1,0,1,-1,1,0,0,-1,-1,-1,1,1,-1,0,0,-1,-1,1,1,-1,1,1,-1,1,1,1,0,-1,1,1,-1,-1,-1,0,1,-1,0,0,1,-1,-1,1,0,0,-1,-1,0,-1,0,0,0,0,0,-1,0,1,-1,0,1,0,1,0,-1,1,0,-1,0,0,0,0,0,-1
PLAU,0,0,0,0,0,-1,-1,0,-1,0,0,0,1,0,0,-1,-1,0,1,1,0,0,-1,1,0,0,0,-1,-1,1,-1,1,0,0,-1,-1,-1,0,-1,1,-2,-1,1,-1,-1,1,-1,-1,-1,-1,-2,0,0,1,1,-1,-1,0,-1,0,-1,0,1,-1,-1,1,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,1,0,0,1,2,-1,0,0,0,0,-1,-1,0,-1,1,0,0,-1,-1,-1,0,0,-1,0,-1,1,1,0,0,0,1,0,1,0,-1,1,0,0,1,0,2,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,0,1,1,-1,0,1,-1,1,-1,-1,0,1,-1,-2,-1,0,-1,0,-1,1,0,1,-1,0
PLCB1,0,1,1,1,0,-1,0,0,1,0,-1,1,0,1,1,1,1,0,-1,1,1,0,0,1,1,1,0,1,1,-1,-1,0,-1,-1,2,-1,1,0,1,1,0,0,-1,-1,1,0,1,1,1,-1,0,0,-1,1,-1,1,1,1,-1,0,2,1,0,2,1,-1,1,0,-1,-1,1,0,1,0,2,0,1,1,1,1,0,-1,0,1,1,-1,-1,-1,1,0,1,0,1,1,-1,1,0,-1,2,-1,1,-1,-1,-1,0,0,1,1,0,-1,1,0,1,0,1,1,1,0,1,1,2,0,0,1,1,0,2,1,0,-1,1,1,0,0,0,1,1,1,1,-1,-1,1,1,0,2,0,1,-1,1,0,1,1,2,1,1,1,0,2,2,1,2,1,1,1,1,0,0
PLCB2,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,1,-1,-1,0,-1,-1,0,1,-1,0,1,0,1,-1,-1,0,1,0,0,1,-1,0,0,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,1,-1,0,0,0,0,1,0,-1,0,1,0,0,0,-1,-1,1,-1,-1,0,1,-1,0,1,1,0,0,1,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,0,1,1,1,0,-1,-1,0,1,0,0,0,1,-1,1,-1,0,0,1,0,1,-1,1,0,1,-1,0,0,-1,1,0,-1,0,2,-1,1,-1,-1,0,0,0,0,0,0,-1,-1,0,1,-1,-1,0,1,0,-1,-1,-1,-1,-2,-1,0,1,0,0
PLCB3,0,-1,1,0,1,-1,0,0,-1,1,-1,0,0,0,1,0,2,-1,0,0,0,0,-1,1,0,0,0,-1,0,0,0,1,0,0,-1,1,-1,0,-1,1,1,1,0,-1,0,0,0,1,1,0,0,-1,-1,-1,0,1,1,1,-1,1,-1,0,-1,0,1,0,0,0,0,0,-1,-1,-2,1,1,-1,0,-1,-1,-1,1,0,0,-1,1,1,0,1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,1,0,1,-1,-1,0,1,0,-1,1,1,1,0,-1,-1,-1,1,1,0,1,1,-1,0,1,0,1,1,0,0,0,1,-1,1,-1,-1,-1,-1,-1,2,1,0,0,-1,0,0,1,0,1,0,1,1,1,1,0,0,0,-1,-1,-1,0,-1,0,1,1,2,2,0,0
PLCB4,0,1,1,1,0,-1,0,0,1,0,-2,1,0,1,1,1,1,0,-1,1,1,0,0,1,1,1,0,1,1,-1,-1,-1,-1,-1,2,-1,1,0,1,1,0,0,-1,-1,1,0,1,1,1,-1,0,0,-1,1,-1,1,1,1,-1,0,2,1,0,2,1,-1,1,0,-1,-1,1,0,1,0,1,0,1,0,1,1,0,-1,0,1,1,-1,-1,-1,1,0,1,0,1,1,-1,1,0,-1,2,-1,1,-1,-1,-1,0,0,1,1,0,-1,1,0,1,0,1,1,1,0,1,1,2,0,0,1,1,0,2,1,0,-1,1,1,0,0,0,1,1,1,1,-1,-1,1,1,0,2,0,1,-1,1,0,1,1,2,1,1,1,0,2,2,1,2,1,1,1,1,0,0
PLCD1,0,0,0,0,-2,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,-1,-2,0,0,0,-1,0,-1,0,-1,1,-1,0,0,-1,0,-1,-1,1,0,0,0,1,0,-1,-1,-1,0,-1,0,0,-1,0,0,0,0,0,1,-1,0,1,-1,1,-1,0,0,1,1,-1,0,-1,0,0,0,1,0,0,0,0,-1,1,1,0,-1,-1,0,-1,-1,-1,2,0,0,1,0,-1,-1,-1,1,0,1,0,2,-1,-1,0,1,-1,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,0,0,0,1,0,0,0,-1,1,0,0,1,0,1,-1,-1,-1,1,0,-1,0,0,0,0,-1,-1,0,1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,1,-1,1,0,0,0
PLCD3,-1,-1,1,0,-2,0,0,0,-1,1,1,1,1,0,0,0,-1,-1,0,-1,0,0,0,0,0,1,1,1,0,1,-1,0,0,0,-1,-1,0,0,1,0,-1,-1,0,0,1,0,-1,0,1,-1,0,0,2,0,0,-1,0,-1,0,-1,-1,0,-1,-1,-1,0,1,0,1,0,0,1,0,0,1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,1,-1,-1,1,1,1,-1,-1,1,0,0,-1,1,2,1,1,1,0,1,1,1,0,-1,0,0,0,-1,1,1,-1,1,0,0,1,0,1,1,-1,0,0,-1,0,0,0,-1,0,1,0,0,-1,0,1,1,0,1,0,-1,-1,0,1,1,-1,0
PLCD4,0,1,0,0,0,1,0,0,-1,0,-1,0,1,0,0,-1,0,-1,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,1,0,0,-1,-1,0,0,1,-1,-1,0,0,-1,0,1,1,-1,-1,-1,0,0,0,-1,1,0,0,1,-1,0,-1,-1,0,-1,0,-1,1,-1,-1,0,0,0,1,0,0,-1,0,-1,1,0,1,-1,0,1,0,-1,0,0,0,1,1,1,0,-1,0,1,0,0,0,1,0,1,-1,1,0,0,2,1,-1,1,0,0,0,-1,1,0,1,-1,1,0,0,0,1,0,-1,0,0,0,0,-1,0,1,1,-1,-1,1,1,-1,1,0,0,-1,0,-1,-1,-1,0,0,-1,1
PLCE1,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,0,-1,-1,0,1,-1,0,0,1,1,0,0,0,-1,-1,-1,0,1,0,-1,1,-1,-1,0,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,0,-1,0,-1,-1,0,-1,0,1,-1,-1,-1,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,1,0,0,-1,0,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,1,0,1,-1,-1,-1,0,0,-1,-1,-1,1,1,0,0,0,1,0,-1,-1,0,0,0,1,1,0,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,0,0,0,-1,0,1,-1,1,-1,-1,0,1,-1,0,-1,0,-1,0,-1,-1,0,1,-1,0
PLCG1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,0,-1,0,-1,1,0,1,0,1,1,-1,1,2,1,1,-1,1,0,0,0,-1,-1,1,1,0,1,1,1,1,1,1,1,1,0,1,2,1,2,1,0,1,0,1,0,1,2,1,1,1,-1,0,1,0,-1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,-1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1
PLCG2,0,-1,1,0,0,-1,0,0,-1,0,1,-1,1,0,1,1,0,-1,1,-1,-1,0,0,1,0,0,-1,-1,-1,1,0,0,-1,0,0,0,-1,0,-1,0,1,-1,1,1,-1,0,1,1,0,1,0,2,-1,1,0,1,0,0,-1,0,1,0,1,0,-1,1,1,0,0,1,0,1,1,0,0,0,-1,1,-1,1,-1,1,1,-1,1,-1,-1,0,0,0,0,0,-1,1,0,-1,0,1,1,1,1,1,0,0,-1,1,1,0,0,0,2,1,-1,1,2,-1,0,-1,1,-1,-1,0,0,0,1,-1,1,0,-1,0,1,-1,1,-1,-1,-1,-1,1,-1,0,-1,0,-1,-2,2,0,0,0,-1,-1,1,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,0,0
PLCZ1,1,1,1,0,0,1,0,0,1,2,0,1,2,0,1,1,1,0,1,1,0,2,-1,1,0,0,0,-1,0,1,1,1,-1,-1,1,0,0,0,0,1,1,0,1,2,0,1,1,-1,0,0,0,0,2,1,-1,-1,1,-2,0,0,1,0,0,1,0,-1,1,0,-1,1,1,1,0,1,2,0,0,-1,-1,0,-1,1,0,0,-1,1,1,0,0,0,0,-1,0,1,-1,-1,1,-1,-1,0,1,0,1,1,0,2,-1,0,0,0,0,1,-1,1,-1,1,1,0,0,0,1,0,-1,0,0,1,-1,0,1,1,1,1,0,0,0,-1,1,-1,0,-1,-1,-1,-1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,-1,1,1,1,-1,1,1,0,1
PLD1,0,1,1,0,0,1,1,0,-1,2,0,-1,0,0,2,1,1,0,1,1,0,0,1,2,0,1,0,1,1,1,0,0,1,0,-1,0,1,0,1,0,1,0,1,1,1,1,1,-1,1,1,0,0,2,0,1,1,1,1,1,1,0,-1,-1,0,1,0,1,0,1,-1,0,0,1,0,0,0,2,2,0,1,0,0,0,1,0,-1,1,-1,0,0,1,1,1,1,1,1,1,1,1,0,-1,1,0,1,-1,1,-1,0,1,1,1,0,0,1,2,1,0,0,1,-1,1,0,0,0,-1,2,1,1,0,0,1,-1,0,1,1,1,1,0,1,1,-1,1,-1,0,0,0,0,0,0,0,2,1,1,-1,0,1,1,0,0,1,1,1,2,0,1,0,0
PLD2,-1,1,1,0,0,0,-1,0,-1,0,1,1,1,0,-1,1,-1,1,-1,-1,-1,0,-1,-1,0,-1,-1,1,-1,-1,1,0,0,0,-1,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,0,0,-1,0,-1,1,-1,0,0,-1,2,-1,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,0,0,1,-1,-1,-1,1,0,-1,1,0,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,0,1,-1,-1,-1,0,-1,0,1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,1,0,0,-1,-1,0,-1,0,0,-1,-1,-1,1,0,-1,0,1,-1,1,-1,0,0,0
