symbol,786-O,A-375,A-427,A-498,A-549,A-673,A2058,A2780,ACHN,BT-549,CCRF-CEM,COLO 205,Caki-1,Caov-3,DU145,EKVX,HCC2998,HCT 116,HCT 15,HDLM-2,HOP-62,HOP-92,HT-144,HT-29,Hs 578T,Huh-7,IGROV-1,K-562,KM12,L-1236,L-428,LOX-IMVI,LoVo,M14,MCF-7,MDA-MB-231,MDA-MB-436,MDA-MB-468,MMAc-SF,MOLT-4,MZ-MEL-7,NCI-H1650,NCI-H2122,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H520,NCI-H522,OCUB-M,OV-90,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PA-1,PC-3,RD,RKO,RPMI-7951,RPMI-8226,RXF 393L,SF268,SF295,SF539,SK-MEL-2,SK-MEL-28,SK-MEL-30,SK-MEL-5,SK-MES-1,SK-OV-3,SN12C,SNB-75,SR,SW620,SW837,T-47D,T98G,TC-71,TK-10,U-251MG,UACC-257,UACC-62,UO-31,UWB1.289,VCaP,WM115
SHARPIN,1,-1,1,1,1,1,1,0,-1,1,-1,-1,1,2,0,-1,0,1,0,-1,1,1,0,1,2,0,1,0,1,1,2,2,0,0,0,0,1,-1,1,1,1,1,0,0,2,1,-1,1,1,2,1,0,2,1,2,0,1,1,2,0,-1,1,1,0,1,-1,0,0,1,0,0,0,0,0,-1,0,1,1,-1,1,-1,0,0,1,2,1,0
SHC1,0,1,1,1,-1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1,0,1,0,1,1,1,-1,1,1,0,1,1,1,-1,0,1,1,-1,-1,1,0,1,0,1,0,0,1,1,1,-1,-1,0,1,0,0,1,0,1,1,1,-1,0,-1,1,2,0
SHC2,-1,0,-1,0,-1,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-2,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-2,0,-1,1,1,-1,0,-2,0,1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1
SHC3,0,0,-1,1,-1,0,0,0,0,1,0,0,-1,-1,0,-1,0,0,0,0,-1,-1,-1,0,-1,1,0,-1,0,-1,-1,0,0,-1,0,0,1,0,1,0,0,0,-1,0,0,-1,1,-1,0,1,1,-1,-1,0,1,0,0,1,1,-1,-1,-1,0,0,1,0,0,-1,0,-1,0,-1,1,0,0,0,-1,-1,0,1,1,-1,-1,-1,-1,0,0
SHC4,0,1,-1,0,-1,0,0,0,0,-1,0,1,0,-1,1,1,0,0,0,0,-1,-1,1,1,-1,-1,0,0,0,0,0,0,1,1,-1,-1,0,-1,1,0,1,0,1,1,0,0,1,2,0,0,1,0,-1,1,-1,0,-1,-1,-2,1,2,0,0,-1,1,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,1,1,0,-2,-1,0,0
SHH,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,-1,0,2,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,2,1,0,-1,0,1,-1,1,-1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,-1,0,1,1,1,0,-1,1,2,1,1,0,1,1,1,1,1
SHISA5,0,-1,0,-1,-1,-2,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,-1,1,1,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,1,-1,0,1,0,0,0,0,0,0,-1,1,0,-1,1,-1,-1,1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1
SHOC2,0,0,0,0,0,0,0,0,1,-2,0,0,0,1,0,0,0,1,0,0,-1,0,-1,0,-1,-1,0,-1,0,-1,0,0,0,-1,-1,0,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1,-1,0,1,-1,0,-1,0,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1
SIAH1,0,0,0,1,0,0,0,0,1,-1,0,0,1,-1,0,0,0,0,0,-1,1,-1,0,1,-1,-1,0,0,0,0,-1,-1,0,0,-1,-1,-1,1,0,0,0,1,-1,0,0,1,1,1,0,-1,0,-1,1,1,1,0,0,0,0,0,1,-1,-1,1,-2,-1,-1,-1,-1,0,1,1,-1,0,1,0,-1,0,-1,-1,0,0,-1,1,0,-1,-1
SIK1,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,-1,1,-1,-1,0,1,0,1,1,0,-1,1,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,1,1,1,0,-1,0,0,0,1,-1,1,-1,-1,1,-1,-1,0,0,-1,1,0,-1,1,0,-1,0,0,1,1,-1,-1,-1,-1,1,-1,1,-1
SIK2,0,-1,-1,-1,-1,1,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,-1,1,1,0,-1,1,-1,1,1,0,0,0,-1,0,-1,1,-1,1,1,-1,1,-1,0,1,1,0,1,0,0,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,1,0,-1,-2,-1,0,-1,1,1,1,0
SIKE1,0,-1,-1,-1,-1,0,0,0,0,1,0,-1,0,1,-1,0,0,0,0,-1,-1,1,-1,0,1,-1,0,1,0,0,1,-1,0,1,2,1,-1,1,0,0,0,0,-1,0,0,-1,-1,-1,1,-1,0,1,-1,0,1,0,1,1,1,1,-1,1,1,0,1,2,1,1,-1,1,0,0,0,0,0,-1,-1,0,2,1,1,1,1,-1,1,0,2
SIN3A,-1,0,-1,-1,1,0,0,0,-1,-1,0,1,-1,1,0,1,0,0,0,-1,-1,-1,0,1,-1,1,-1,0,0,1,-1,0,1,2,0,-1,-2,-1,1,0,1,0,1,1,0,1,1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,0,-1,0,1,-1,0,1,0,1,-1,-1,-1,0,0,0,0,-1,-1,0,1,1,-1,-2,0,1,0
SIPA1,0,1,1,-1,0,1,0,0,0,-1,0,0,0,1,0,-1,0,-1,0,-1,1,0,-1,1,1,-1,0,0,0,-1,-1,1,1,0,1,1,1,1,1,0,-1,0,-1,-1,-1,1,-1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,2,1,0,-1,-1,-1,1,-1,0,2,0,-1,0,1,0,1,0,0,-1,-1,-1,-1,1,1,2,0
SIPA1L1,0,-1,0,-1,0,0,0,0,0,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,0,0,0,-1,1,0,-1,-1,-1,0,0,0,1,-1,0,1,1,-1,-1,-1,0,1,0,1,-1,0,1,0,-1,-1,-1,1,0,-1,0,0,-1,-1,-1,1,0,-1,0,0,0,0,1,-1,-1,-1,0,-1,0,-1,0,0,0
SIPA1L2,0,1,-1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,-1,0,1,1,1,0,2,0,1,-1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,-1,1,-1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,-1,1,0,1
SIVA1,1,-1,2,-1,1,1,2,2,1,-1,2,-1,-1,2,2,2,1,2,2,2,1,-1,1,-1,1,1,1,-1,2,0,-1,2,2,-1,2,0,1,1,-1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,-2,-1,2,1,1,1,-1,1,1,1,2,1,1,2,1,2,2,-1,2,1,1,2,2,2,1,1,1
SKAP1,0,0,1,-1,1,0,0,0,1,-1,0,1,0,0,0,-1,0,1,0,2,1,0,0,0,-1,-1,0,0,0,0,1,1,0,0,-1,0,-1,-1,1,1,0,0,1,0,0,-1,1,0,1,-1,1,2,-1,1,1,0,1,1,0,-1,0,-1,1,1,-1,1,0,0,0,1,2,1,-1,0,0,0,1,0,1,1,1,0,0,-1,0,1,0
SKP1,0,0,1,1,0,-1,0,0,0,1,0,1,1,1,-1,-1,0,-1,0,0,1,0,0,0,-1,-1,0,0,0,0,-1,1,1,0,1,0,-1,0,1,0,0,0,1,0,1,0,1,1,1,-1,0,1,1,1,0,0,-1,0,0,-1,0,0,-1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,-1,-1,1,0,-1,-1,-1,0,0
SKP2,1,0,1,1,0,0,1,0,0,1,0,1,1,1,2,1,0,0,0,0,1,1,1,1,1,2,0,1,0,0,1,1,1,0,0,1,2,1,1,0,0,1,1,0,1,1,1,1,0,2,-1,0,1,0,1,0,1,0,0,-1,-1,1,1,1,0,-1,0,0,1,1,0,1,1,1,1,0,1,1,-1,1,1,-1,1,-1,0,1,0
SLC25A31,1,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,1,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,-1,0,1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,0,0
SLC25A4,-1,0,-1,-1,-1,0,0,0,0,-1,0,0,0,-2,-2,0,0,0,0,0,0,-1,-1,-1,-1,-2,0,0,0,-1,0,-1,0,-1,-1,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0
SLC27A1,-1,1,0,0,-1,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,0,1,0,0,-1,0,-1,-1,0,-1,-1,0,0,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,0,-1,0,1,1,1,-1,0,1,0,1,1,-1,1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,1,1,-1
SLC27A4,0,-1,-1,0,-1,0,0,0,-1,1,0,1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,1,0,1,1,1,0,0,-1,0,0,0,1,0,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,0,-1,0,0,1,2,-1,1,0,-1,0,1,-1,-1,-1,0,-1,0,1,1,0,-1,0,1,-1,0,1,1,-1,-1,-1,0,1,-1
SLC2A1,0,0,0,-1,-1,0,0,0,-1,1,0,0,0,2,-1,2,0,-1,0,-1,-1,0,-1,0,1,-1,0,1,0,0,-1,0,0,1,-1,-1,1,1,-1,0,0,0,-1,0,-1,-1,-1,2,1,0,0,-1,0,0,-1,0,0,1,0,0,1,0,1,0,1,0,1,1,-1,1,0,0,0,0,0,0,-1,2,1,1,1,0,0,-1,-1,0,-1
SLC2A2,0,-1,2,0,-1,0,1,0,0,0,0,1,1,2,1,-1,0,0,0,2,0,1,1,1,1,0,-1,0,0,0,0,0,0,2,2,0,-1,0,-1,0,1,0,0,-1,1,1,0,2,1,1,0,1,0,1,-1,0,0,0,-1,1,2,1,-1,0,1,1,1,1,1,1,0,-1,1,0,0,0,2,1,-1,1,1,0,1,1,2,0,0
SLC2A4,0,-1,0,1,1,0,-1,0,1,1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,0,-1,0,-1,1,0,0,2,-1,0,0,-1,1,-1,0,0,1,0,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,1,0,0,-1,1,-1,0
SLC38A9,-1,1,2,1,1,-1,0,0,0,1,0,1,1,-1,0,-1,0,0,0,-1,-1,-1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,-1,1,0,0,0,1,0,-1,-1,1,-1,1,-1,0,0,-1,0,1,0,-1,0,0,-1,1,1,0,1,-1,0,1,0,1,1,0,1,0,1,1,0,1,1,-1,-1,1,-1,0,0,-1,-1,0
SLC3A2,0,-1,1,-1,0,1,0,0,0,-1,0,0,0,1,0,0,0,-1,0,0,0,0,-1,1,1,1,0,0,0,-1,-1,1,1,0,-1,0,1,1,1,0,-1,0,-1,0,-1,1,-1,1,1,1,1,-1,0,1,1,0,1,0,1,0,1,-1,1,-1,-1,-1,-1,1,-1,0,2,0,-1,0,1,0,1,0,0,-1,-1,-1,-1,1,1,0,0
SLC7A5,0,-1,0,0,-1,0,0,0,1,-1,0,-1,1,-1,-1,1,0,1,0,-1,0,0,-1,-1,1,1,0,0,0,0,1,-1,0,-1,1,-1,-1,1,-1,0,-1,-1,-1,-1,0,1,0,1,-1,-1,0,-1,-1,1,1,0,0,0,1,0,-1,1,-1,1,-1,-1,-1,-1,-1,0,0,-1,-1,-2,-1,0,1,0,-1,-1,-1,-1,-1,1,1,-2,-1
SLC8A1,0,1,1,1,1,0,0,0,1,-1,0,0,0,1,1,-1,0,1,0,2,1,0,0,1,1,-1,0,0,0,1,2,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,-1,0,0,1,-1,1,0,0,1,0,-1,0,1,0,1,1,1,1,-1,0,1,0,-1,0,1,1,0,1,1,-1,1,0,0
SLC8A2,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,1,0,1,0,0,-1,1,-1,0,0,0,-1,0,-1,0,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,0,1,0,-1,1,-1,0,-1,1,0,0,-1,1,-1,1,1,-1,1,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,1,-1
SLC8A3,0,-1,0,-1,0,0,0,0,0,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,1,0,0,-1,2,0,-1,-1,-1,0,0,0,1,-1,0,1,1,-1,-1,-1,0,1,0,1,1,0,1,0,1,-1,-1,1,0,-1,0,0,-1,-1,-1,1,0,-1,0,0,0,0,1,-1,-1,-1,0,-1,0,-1,0,0,0
SLC9A1,0,0,0,-1,-1,0,0,0,-1,1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,1,-1,0,1,0,0,-1,0,0,1,-1,-1,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,-1,1,0,0,0,0,-1,0,-1,-1,1,-1,1,1,0,-1,0,0,-1
SMAD1,-1,-1,0,0,-1,0,0,0,0,-1,0,0,0,-1,1,1,0,0,0,0,0,0,-1,0,-1,1,-1,-1,0,-1,0,-1,0,-1,0,0,1,-1,-1,1,0,-1,-1,-1,0,-1,0,-1,0,0,-1,0,-1,0,1,0,1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,0,0
SMAD2,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,-1,1,0,-1,-1,-1,0,0,-1,0,-1,2,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-2,-1,0,-2,-1,0,0,-1,0,-1,0,-1,-1,-1,1,0,-1,-1,0,-2,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,0,0
SMAD3,-1,1,-1,-1,1,0,0,0,-1,-1,0,1,-1,1,0,1,0,1,0,-1,-1,-1,1,1,-1,1,2,0,0,0,-1,0,1,1,1,-1,0,-1,1,0,1,0,1,1,0,1,1,1,-1,0,1,-1,-1,1,-1,0,-1,-1,0,1,1,0,-1,0,1,-1,-1,1,0,1,0,-1,-1,0,0,0,0,-1,-1,0,1,1,-1,-1,0,1,0
SMAD4,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-2,-1,-1,-1,1,0,0,0,2,-1,0,-1,-1,1,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,1,-2,-2,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-2,-1,-1,-1,-1,-2,-1,-1,0,-1,2,0,-1,0,-1,0,-1,-1,-1,1,0,-1,-1,0,-2,-1,-1,-1,0,-1,-1,2,-1,2,-1,0,0
SMAD5,0,0,1,1,0,-1,0,0,0,1,0,1,1,1,-1,-1,0,-1,0,0,1,0,0,0,-1,-1,0,0,0,1,0,1,1,0,1,0,-1,0,1,0,0,0,1,0,1,0,1,1,1,-1,0,1,1,1,0,0,-1,0,0,-1,0,0,-1,1,1,1,1,1,0,0,2,0,0,1,-1,1,0,1,-1,-1,1,-1,-1,-1,-1,0,0
SMAD6,-1,0,-1,-1,1,0,0,0,-1,-1,0,1,-1,1,0,1,0,-1,0,-1,-1,-1,0,1,-1,1,0,0,0,0,-1,0,1,1,1,-1,0,-1,1,0,1,0,1,1,0,1,1,1,-1,0,1,-1,-1,1,-1,0,-1,-1,0,1,1,0,-1,0,1,-1,-1,1,0,1,0,-1,-1,0,0,0,0,-1,-1,0,1,0,-1,-1,0,1,0
SMAD7,-1,-1,-1,-1,-1,0,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,-1,1,0,-1,-1,-1,0,0,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,1,-1,-1,-1,0,-1,0,1,-1,1,0,-1,0,-1,0,-1,-1,-1,1,0,-1,-1,0,-2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0
SMAD9,-1,1,-1,-1,-1,0,1,0,0,1,0,1,1,-1,-1,-1,1,0,0,2,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,1,-1,0,-1,-1,0,1,-1,-1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,1,-1,-1,-1,-2,0,-1,-1,-1,1,1,1,0,2,-1,0,1,0,-1
SMO,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,0,1,2,1,0,1,0,1,1,1,0,-1,0,1,-1,1,-1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,-1,0,1,1,1,0,-1,0,0,1,1,1,1,1,1,1,1
SMPD2,0,-1,0,-1,-1,0,0,-1,0,1,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,0,0,-1,-1,-1,1,1,-1,1,0,-1,-1,0,-1,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,0,1,-1,-1,1,0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,0
SMURF1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,-1,0,1,0,1,1,1,1,1,0,1,1,0,1,2,2,0,0,0,1,1,1,0,1,0,1,1,1,-1,1,1,1,-1,2,0,-1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,-1,-1,1,1,1,0,-1,1,0,1,-1,0,1,1,1,1,1
SMURF2,0,0,1,1,1,0,0,0,1,-1,0,1,2,0,0,1,0,2,0,-1,1,1,0,0,-1,-1,0,0,0,0,0,1,0,0,2,0,-1,-1,1,1,0,0,1,0,0,-1,1,1,1,1,0,2,-1,1,1,0,1,1,-2,-1,0,-1,1,1,1,1,1,0,1,1,0,-1,-1,0,1,0,1,0,1,1,1,1,1,-1,0,0,0
SNAI2,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,-1,0,0,0,-1,1,1,0,1,1,1,1,0,0,-1,1,1,0,-1,0,-1,1,-1,1,1,1,0,1,0,2,-1,-1,-1,0,1,-1,-1,1,1,2,0,-1,1,1,1,-1,-1,0,0,1,0,1,0,1,1,0,-1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0
SNW1,0,-1,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,1,0,0,0,0,0,0,-1,0,-1,-1,-1,0,-1,0,0,0,-1,0,-1,1,0,-1,-1,-1,0,0,0,-1,-1,0,1,1,-1,-1,-1,0,1,0,1,-1,0,1,0,1,-1,-1,1,0,-1,0,0,-1,-1,-1,1,0,-1,0,0,0,0,1,-1,-1,-1,0,-1,0,-1,0,0,0
SOCS1,0,-1,0,0,0,0,0,0,1,-1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,1,-1,0,0,-1,-1,1,1,0,-1,0,1,-1,1,-1,-1,1,0,-1,1,-1,-1,0,0,0,-1,0,0,-1,0,0,-1,-1,-1,-1,1,1,-1,-1,0
SOCS2,-1,0,0,-1,0,0,0,0,1,-1,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,-1,1,-1,0,1,-1,-1,1,1,0,1,0,-1,-1,0,0,0,0,1,0,1,-1,1,1,-1,1,1,0,-1,0,-1,0,1,1,0,-1,0,0,-1,0,0,0,-1,0,1,0,0,1,-1,0,0,0,1,-1,0,0,0,-1,1,1,0,-1,0
SOCS3,0,-1,1,1,1,0,0,0,1,-1,0,1,1,0,0,1,0,1,0,-1,1,1,0,-1,-1,-1,0,0,-1,-1,1,1,0,0,-1,0,-1,1,1,1,0,-1,0,0,0,-1,1,0,1,1,0,-1,1,1,-1,0,1,1,1,-1,0,-1,1,1,-1,1,0,1,2,1,0,0,-1,0,1,0,1,0,1,1,1,-1,0,-1,0,1,-1
SOCS4,0,-1,0,-1,0,0,0,0,0,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,1,0,-1,0,0,1,0,0,-1,1,1,-1,-1,-1,0,0,0,1,0,0,1,1,0,0,-1,0,2,0,1,1,0,1,0,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,1,0,0,0,0,0,0,1,-1,-1,-1,0,-1,1,0,-1,0,0
SOCS5,0,0,1,1,1,0,0,0,1,-1,0,0,0,1,0,-1,0,0,0,2,1,0,0,0,1,-1,0,0,0,1,1,2,0,0,-1,-1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,-1,1,0,0,1,0,-1,0,1,0,1,1,0,1,-1,0,0,0,-1,0,1,1,0,0,1,-1,1,0,0
SOCS6,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,1,0,1,0,2,-1,0,-1,-1,1,-2,-1,-1,-1,0,-1,0,0,-1,-2,-1,-1,-1,-2,-1,0,0,-2,-1,-1,-1,0,0,0,-1,-1,-2,-1,-1,-1,-1,1,0,0,-1,1,0,-1,0,-1,0,-1,-1,-1,1,1,1,-1,-2,-2,-1,-1,-1,0,0,-1,0,-1,0,-1,0,0
SOCS7,0,-1,1,0,1,-2,0,0,1,-1,0,1,0,-1,0,-1,0,0,0,-1,0,0,0,2,-1,-1,0,0,0,0,1,1,0,0,-1,0,-1,-1,1,1,0,0,1,0,0,-1,1,1,1,1,1,-1,-1,1,-1,0,-1,0,0,-1,0,-1,1,1,0,1,0,-1,0,1,1,0,-1,0,0,0,1,0,-1,1,1,0,0,-1,-1,1,0
SOD2,0,-1,0,-1,-1,0,0,-1,0,1,0,-1,-1,1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,1,1,-1,0,0,0,-1,-1,-1,-1,0,-1,1,0,0,-1,0,0,-1,0,1,0,-2,0,-1,-1,0,-1,0,0,1,0,1,0,-1,1,0,0,0,0,-1,-1,1,0,-1,0,0,1,0,-1,-1,2,-1,0,-1,-1,-1,-1,0,0
SORBS1,0,0,0,1,0,0,-1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,-1,0,-1,-1,0,-1,0,-1,0,-1,0,-1,-1,0,-1,-1,-1,0,0,0,0,-1,0,-1,1,-1,1,-1,0,0,0,0,0,0,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,0,1,-1,0,-1,0,-2,-1,-1,-1,0,-1
SORT1,1,0,-1,-1,-1,0,0,0,-1,1,0,-1,0,2,-1,0,0,0,0,0,-1,1,-1,0,1,-1,0,1,0,0,1,0,0,1,1,1,-1,1,-1,0,0,0,-1,0,0,0,-1,-1,1,-1,0,0,-1,0,1,0,1,1,1,1,-1,1,1,0,1,2,1,1,-1,1,2,0,0,0,0,-1,-1,1,1,1,1,-1,1,-1,1,0,1
SOS1,0,0,1,1,1,0,0,0,1,-1,0,0,0,1,0,-1,0,0,0,2,1,0,0,0,1,-1,0,0,0,1,-1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,-1,0,0,1,0,1,0,0,1,0,-1,0,1,0,1,-1,0,1,-1,0,0,0,-1,1,1,1,0,1,1,-1,1,0,0
SOS2,0,-1,0,-1,0,0,0,0,0,-1,0,0,-1,-1,2,0,0,0,-2,0,0,0,0,-1,-1,0,0,-1,0,-1,1,0,0,-1,1,1,-1,-1,-1,0,0,0,1,0,0,1,1,-1,0,-1,0,1,0,1,1,0,1,0,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,1,0,0,0,0,0,0,1,-1,-1,-1,0,-1,0,-1,0,0,0
SOST,0,-1,1,1,1,-2,0,0,1,-1,0,1,0,-1,0,-1,0,0,0,2,0,0,0,-1,-1,-1,0,0,0,0,1,1,0,0,-1,0,-1,-1,1,1,0,-1,1,0,0,-1,1,0,1,1,1,1,-1,1,1,0,1,1,1,-1,0,-1,1,1,-1,1,0,-1,0,1,1,1,-1,0,-1,0,1,0,-1,1,1,0,0,-1,0,-1,-1
SOX17,1,0,0,1,0,0,1,0,0,1,0,0,1,-1,1,-2,0,0,0,0,1,1,0,1,1,-1,1,0,0,-1,1,1,0,-1,0,-1,1,-1,1,1,1,0,1,0,1,-1,0,1,0,1,0,1,1,1,1,0,-1,1,1,1,-1,1,0,0,1,0,1,0,1,0,0,-1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0
SOX2,0,-1,2,0,-1,0,1,0,0,0,0,1,1,2,1,-1,0,0,0,2,0,1,1,0,1,0,-1,0,0,0,0,0,0,1,0,0,-1,-1,-1,0,1,0,0,0,1,1,0,2,1,1,0,1,0,1,-1,0,0,0,-1,1,1,-1,-1,0,1,1,1,1,1,1,0,-1,1,0,0,0,2,1,-1,0,1,1,1,1,2,0,0
SOX9,0,1,1,1,1,0,0,0,1,-1,0,1,2,1,1,1,0,2,2,-1,1,1,1,-1,-1,-1,0,0,1,-1,1,1,0,0,1,0,-1,1,1,1,0,1,1,0,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,-1,0,-1,1,2,-1,1,1,1,1,1,0,0,-1,0,1,1,1,1,1,2,1,1,1,-1,0,0,0
